date	open_issues	closed_issues	open_prs	closed_prs	ranking	area - admin	area - analytics	area - creation	area - general	area - iqp	area - library	area - markbook	area - marking	area - notifications	area - onboarding	area - student learning	area - users
2015-01-15	41	167	0	1	31	0	0	1	0	0	0	0	0	0	0	0	0
2015-01-16	42	167	0	1	31	0	0	1	0	0	0	0	0	0	0	0	0
2015-01-17	42	167	0	1	31	0	0	1	0	0	0	0	0	0	0	0	0
2015-01-18	42	167	0	1	31	0	0	1	0	0	0	0	0	0	0	0	0
2015-01-19	44	167	0	1	33	0	0	1	0	0	0	0	0	0	0	0	0
2015-01-20	43	171	0	2	31	0	0	1	0	0	0	0	0	0	0	0	0
2015-01-21	43	176	0	2	30	0	0	1	0	0	0	0	0	0	0	0	0
2015-01-22	45	176	0	2	32	0	0	1	0	0	0	0	0	0	0	0	0
2015-01-23	46	176	0	2	33	0	0	1	0	0	0	0	0	0	0	0	0
2015-01-24	47	176	0	2	34	0	0	1	0	0	0	0	0	0	0	0	0
2015-01-25	48	176	0	2	35	0	0	1	0	0	0	0	0	0	0	0	0
2015-01-26	48	176	0	2	35	0	0	1	0	0	0	0	0	0	0	0	0
2015-01-27	48	176	1	2	36	0	0	1	0	0	0	0	0	0	0	0	0
2015-01-28	41	186	1	2	30	0	0	1	0	0	0	0	0	0	0	0	1
2015-01-29	37	194	1	3	26	0	0	1	0	0	0	0	0	0	0	0	1
2015-01-30	36	198	1	3	25	0	0	1	0	0	0	0	0	0	0	0	1
2015-01-31	39	198	1	3	28	0	0	1	0	0	0	0	0	0	0	0	1
2015-02-01	40	198	1	3	29	0	0	1	0	0	0	0	0	0	0	0	1
2015-02-02	40	198	1	3	29	0	0	1	0	0	0	0	0	0	0	0	1
2015-02-03	41	198	0	4	29	0	0	1	0	0	0	0	0	0	0	0	1
2015-02-04	43	199	0	4	30	0	0	1	0	0	0	0	0	0	0	0	2
2015-02-05	43	200	1	4	31	0	0	1	0	0	0	0	0	0	0	0	2
2015-02-06	42	206	0	6	30	0	0	1	0	0	0	0	0	0	0	0	2
2015-02-07	44	206	0	6	32	0	0	1	0	0	0	0	0	0	0	0	2
2015-02-08	44	206	0	6	32	0	0	1	0	0	0	0	0	0	0	0	2
2015-02-09	43	207	0	6	31	0	0	1	0	0	0	0	0	0	0	0	2
2015-02-10	46	207	0	6	34	0	0	2	0	0	0	0	0	0	0	0	2
2015-02-11	46	207	1	6	35	0	0	2	0	0	0	0	0	0	0	0	2
2015-02-12	48	208	1	6	35	0	0	3	0	0	0	0	0	0	0	0	2
2015-02-13	49	211	1	6	36	0	0	3	0	0	0	0	0	0	0	0	2
2015-02-14	49	211	1	6	36	0	0	3	0	0	0	0	0	0	0	0	2
2015-02-15	49	211	1	6	36	0	0	3	0	0	0	0	0	0	0	0	2
2015-02-16	49	211	1	6	36	0	0	3	0	0	0	0	0	0	0	0	2
2015-02-17	52	211	1	6	39	0	0	3	0	0	0	0	0	0	0	0	2
2015-02-18	50	214	1	6	38	0	0	3	0	0	0	0	0	0	0	0	2
2015-02-19	47	217	1	6	35	0	0	3	0	0	0	0	0	0	0	0	2
2015-02-20	39	227	2	6	32	0	0	3	0	0	0	0	0	0	0	0	2
2015-02-21	40	227	2	6	33	0	0	3	0	0	0	0	0	0	0	0	2
2015-02-22	41	227	2	6	34	0	0	3	0	0	0	0	0	0	0	0	2
2015-02-23	41	227	1	7	33	0	0	3	0	0	0	0	0	0	0	0	2
2015-02-24	44	228	1	7	35	0	0	3	0	0	0	0	0	0	0	1	2
2015-02-25	49	232	1	7	39	0	0	3	0	0	0	0	0	0	0	1	2
2015-02-26	48	234	1	7	38	0	0	3	0	0	0	0	0	0	0	1	2
2015-02-27	44	239	1	7	35	0	0	3	0	0	0	0	0	0	0	1	2
2015-02-28	44	239	1	7	35	0	0	3	0	0	0	0	0	0	0	1	2
2015-03-01	44	239	1	7	35	0	0	3	0	0	0	0	0	0	0	1	2
2015-03-02	44	239	1	7	35	0	0	3	0	0	0	0	0	0	0	1	2
2015-03-03	44	247	1	7	35	0	0	3	0	0	0	0	0	0	0	1	2
2015-03-04	43	248	1	7	34	0	0	3	0	0	0	0	0	0	0	1	2
2015-03-05	43	248	1	7	34	0	0	3	0	0	0	0	0	0	0	1	2
2015-03-06	43	248	1	7	34	0	0	3	0	0	0	0	0	0	0	1	2
2015-03-07	46	248	1	7	36	0	0	3	0	0	0	0	0	0	0	1	2
2015-03-08	46	248	1	7	36	0	0	3	0	0	0	0	0	0	0	1	2
2015-03-09	46	248	1	7	36	0	0	3	0	0	0	0	0	0	0	1	2
2015-03-10	46	248	1	7	36	0	0	3	0	0	0	0	0	0	0	1	2
2015-03-11	47	249	1	8	36	0	0	3	0	0	0	0	0	0	0	1	2
2015-03-12	41	255	0	9	29	0	0	3	0	0	0	0	0	0	0	1	2
2015-03-13	33	264	0	9	25	0	0	3	0	0	0	0	0	0	0	1	2
2015-03-14	34	264	0	9	26	0	0	3	0	0	0	0	0	0	0	1	2
2015-03-15	34	264	0	9	26	0	0	3	0	0	0	0	0	0	0	1	2
2015-03-16	35	265	1	9	28	0	0	3	0	0	0	0	0	0	0	1	2
2015-03-17	39	267	1	9	32	0	0	3	0	0	0	0	0	0	0	1	2
2015-03-18	39	272	1	11	32	0	0	3	0	0	0	0	0	0	0	1	2
2015-03-19	40	274	1	11	31	0	0	3	0	0	0	0	0	0	0	1	2
2015-03-20	40	275	0	12	30	0	0	3	0	0	0	0	0	0	0	1	2
2015-03-21	42	276	0	14	32	0	0	4	0	0	0	0	0	0	0	1	2
2015-03-22	42	276	0	14	32	0	0	4	0	0	0	0	0	0	0	1	2
2015-03-23	42	277	0	14	32	0	0	4	0	0	0	0	0	0	0	1	2
2015-03-24	43	278	0	14	33	0	0	4	0	0	0	0	0	0	0	1	2
2015-03-25	45	280	1	14	35	0	0	4	0	0	0	0	0	0	0	1	3
2015-03-26	45	280	1	14	35	0	0	4	0	0	0	0	0	0	0	1	3
2015-03-27	46	280	0	15	35	0	0	4	0	0	0	0	0	0	0	1	3
2015-03-28	46	280	0	15	35	0	0	4	0	0	0	0	0	0	0	1	3
2015-03-29	46	280	0	15	35	0	0	4	0	0	0	0	0	0	0	1	3
2015-03-30	47	280	0	15	36	0	0	4	0	0	0	0	0	0	0	1	3
2015-03-31	50	280	0	15	38	0	0	4	0	0	0	0	0	0	0	1	3
2015-04-01	49	283	0	15	37	0	0	4	0	0	0	0	0	0	0	1	3
2015-04-02	51	283	1	15	40	0	0	4	0	0	0	0	0	0	0	1	3
2015-04-03	55	286	1	16	43	0	0	4	0	0	0	0	0	0	0	1	4
2015-04-04	52	290	1	16	40	0	0	4	0	0	0	0	0	0	0	1	4
2015-04-05	52	290	1	16	40	0	0	4	0	0	0	0	0	0	0	1	4
2015-04-06	53	290	1	16	41	0	0	4	0	0	0	0	0	0	0	1	4
2015-04-07	55	290	1	16	43	0	0	4	0	0	0	0	0	0	0	1	4
2015-04-08	56	290	1	16	44	0	0	4	0	0	0	0	0	0	0	1	4
2015-04-09	56	290	1	16	44	0	0	4	0	0	0	0	0	0	0	1	4
2015-04-10	56	290	1	16	44	0	0	4	0	0	0	0	0	0	0	1	4
2015-04-11	56	290	1	16	44	0	0	4	0	0	0	0	0	0	0	1	4
2015-04-12	57	290	1	16	45	0	0	4	0	0	0	0	0	0	0	1	4
2015-04-13	55	292	1	16	43	0	0	4	0	0	0	0	0	0	0	1	4
2015-04-14	55	293	2	16	44	0	0	4	0	0	0	0	0	0	0	1	4
2015-04-15	56	295	2	16	45	0	0	4	0	0	0	0	0	0	0	1	4
2015-04-16	53	300	1	17	43	0	1	4	0	0	0	0	0	0	0	1	4
2015-04-17	53	300	1	17	43	0	1	4	0	0	0	0	0	0	0	1	4
2015-04-18	55	300	1	17	44	0	1	4	0	0	0	0	0	0	0	1	4
2015-04-19	55	300	1	17	44	0	1	4	0	0	0	0	0	0	0	1	4
2015-04-20	55	300	1	17	44	0	1	4	0	0	0	0	0	0	0	1	4
2015-04-21	55	302	1	17	44	0	1	4	0	0	0	0	0	0	0	1	4
2015-04-22	55	303	2	17	45	0	1	4	0	0	0	0	0	0	0	1	4
2015-04-23	53	306	1	18	42	0	1	4	0	0	0	0	0	0	0	1	4
2015-04-24	54	307	1	18	43	0	1	4	0	0	0	0	0	0	0	1	4
2015-04-25	57	307	1	19	46	0	1	4	1	0	0	0	0	0	0	1	4
2015-04-26	57	307	1	19	46	0	1	4	1	0	0	0	0	0	0	1	4
2015-04-27	57	308	1	19	46	0	1	4	1	0	0	0	0	0	0	1	4
2015-04-28	58	310	1	19	47	0	1	4	1	0	0	0	0	0	0	1	4
2015-04-29	56	314	1	19	45	0	1	4	1	0	0	0	0	0	0	1	4
2015-04-30	58	314	1	19	47	0	1	4	1	0	0	0	0	0	0	1	4
2015-05-01	53	320	1	19	42	0	1	4	1	0	0	0	0	0	0	1	4
2015-05-02	52	322	1	19	41	0	2	4	1	0	0	0	0	0	0	1	4
2015-05-03	52	322	1	19	41	0	2	4	1	0	0	0	0	0	0	1	4
2015-05-04	53	322	2	19	43	0	2	4	1	0	0	0	0	0	0	1	4
2015-05-05	53	322	2	19	43	0	2	4	1	0	0	0	0	0	0	1	4
2015-05-06	56	322	2	19	45	0	2	4	1	0	0	0	0	0	0	1	4
2015-05-07	59	322	2	19	47	0	2	4	1	0	0	1	0	0	0	1	4
2015-05-08	59	323	2	19	47	0	2	4	1	0	0	1	0	0	0	1	4
2015-05-09	60	323	1	20	47	0	2	4	1	0	0	1	0	0	0	1	4
2015-05-10	61	323	1	20	48	0	2	4	1	0	0	1	0	0	0	1	4
2015-05-11	59	327	1	20	46	0	2	4	1	0	0	1	0	0	0	1	4
2015-05-12	63	327	1	20	49	0	2	4	1	0	0	1	0	0	0	1	4
2015-05-13	66	327	1	20	51	0	2	4	1	0	0	1	0	0	0	1	4
2015-05-14	69	330	2	20	54	0	2	4	1	0	0	1	0	0	0	1	4
2015-05-15	62	344	3	20	47	0	2	4	1	0	0	1	0	0	0	1	4
2015-05-16	65	346	3	20	50	0	2	4	1	0	0	1	0	0	0	1	4
2015-05-17	66	346	3	20	51	0	2	4	1	0	0	1	0	0	0	1	4
2015-05-18	66	346	3	20	51	0	2	4	1	0	0	1	0	0	0	1	4
2015-05-19	66	348	3	20	51	0	2	4	1	0	0	1	0	0	0	1	4
2015-05-20	67	348	1	22	50	0	2	4	1	0	0	1	0	0	0	1	4
2015-05-21	70	348	0	24	52	0	2	4	1	0	0	1	0	0	0	1	4
2015-05-22	71	348	0	24	53	0	2	4	1	0	0	1	0	0	0	1	4
2015-05-23	70	349	0	24	52	0	2	4	1	0	0	1	0	0	0	1	4
2015-05-24	70	349	0	24	52	0	2	4	1	0	0	1	0	0	0	1	4
2015-05-25	71	351	0	24	52	0	2	4	1	0	0	1	0	0	0	1	4
2015-05-26	71	351	1	24	53	0	2	4	1	0	0	1	0	0	0	1	4
2015-05-27	74	351	0	25	55	0	2	4	1	0	0	1	0	0	0	1	4
2015-05-28	64	361	1	25	47	0	2	4	1	0	0	1	0	0	0	1	4
2015-05-29	65	361	1	25	48	0	2	4	1	0	0	1	0	0	0	1	4
2015-05-30	66	361	1	26	49	0	2	4	1	0	0	1	0	0	0	1	4
2015-05-31	66	361	1	26	49	0	2	4	1	0	0	1	0	0	0	1	4
2015-06-01	66	361	1	26	49	0	2	4	1	0	0	1	0	0	0	1	4
2015-06-02	65	362	0	28	47	0	2	4	1	0	0	1	0	0	0	1	4
2015-06-03	65	362	1	28	48	0	2	4	1	0	0	1	0	0	0	1	4
2015-06-04	66	362	2	28	50	0	2	4	1	0	0	1	0	0	0	2	4
2015-06-05	68	364	1	30	51	0	2	4	1	0	0	1	0	0	0	2	4
2015-06-06	68	366	2	30	52	0	2	4	1	0	0	1	0	0	0	2	4
2015-06-07	68	366	2	30	52	0	2	4	1	0	0	1	0	0	0	2	4
2015-06-08	68	366	2	30	52	0	2	4	1	0	0	1	0	0	0	2	4
2015-06-09	68	366	2	30	52	0	2	4	1	0	0	1	0	0	0	2	4
2015-06-10	67	370	1	31	51	0	2	4	1	0	0	1	0	0	0	2	4
2015-06-11	66	371	0	32	49	0	2	4	1	0	0	1	0	0	0	2	4
2015-06-12	61	376	1	32	46	0	2	4	1	0	0	1	0	0	0	2	4
2015-06-13	61	376	1	32	46	0	2	4	1	0	0	1	0	0	0	2	4
2015-06-14	61	376	1	32	46	0	2	4	1	0	0	1	0	0	0	2	4
2015-06-15	61	376	1	32	46	0	2	4	1	0	0	1	0	0	0	2	4
2015-06-16	62	376	1	33	47	0	2	4	1	0	0	1	0	0	0	2	4
2015-06-17	62	378	0	34	145	0	2	4	1	0	0	1	0	0	0	2	4
2015-06-18	66	380	0	34	149	0	2	5	1	0	0	1	0	0	0	2	4
2015-06-19	66	380	0	34	149	0	2	5	1	0	0	1	0	0	0	2	4
2015-06-20	66	380	0	34	149	0	2	5	1	0	0	1	0	0	0	2	4
2015-06-21	66	380	0	34	149	0	2	5	1	0	0	1	0	0	0	2	4
2015-06-22	66	380	0	34	149	0	2	5	1	0	0	1	0	0	0	2	4
2015-06-23	64	383	0	34	147	0	2	5	1	0	0	1	0	0	0	2	4
2015-06-24	57	393	1	34	146	0	2	5	1	0	0	1	0	0	0	2	5
2015-06-25	57	394	1	34	146	0	2	5	1	0	0	1	0	0	0	2	5
2015-06-26	57	394	1	34	146	0	2	5	1	0	0	1	0	0	0	2	5
2015-06-27	57	394	1	34	146	0	2	5	1	0	0	1	0	0	0	2	5
2015-06-28	57	394	1	34	146	0	2	5	1	0	0	1	0	0	0	2	5
2015-06-29	57	394	1	34	146	0	2	5	1	0	0	1	0	0	0	2	5
2015-06-30	57	394	1	34	146	0	2	5	1	0	0	1	0	0	0	2	5
2015-07-01	58	394	1	34	147	0	2	5	1	0	0	1	0	0	0	2	5
2015-07-02	58	394	2	34	148	0	2	5	1	0	0	1	0	0	0	2	5
2015-07-03	58	394	2	34	148	0	2	5	1	0	0	1	0	0	0	2	5
2015-07-04	59	395	2	34	149	0	2	5	1	0	0	1	0	0	0	2	5
2015-07-05	59	395	2	34	149	0	2	5	1	0	0	1	0	0	0	2	5
2015-07-06	59	395	2	34	149	0	2	5	1	0	0	1	0	0	0	2	5
2015-07-07	59	396	2	34	149	0	2	5	1	0	0	1	0	0	0	2	5
2015-07-08	57	398	2	34	147	0	2	5	1	0	0	1	0	0	0	2	5
2015-07-09	57	398	1	35	146	0	2	5	1	0	0	1	0	0	0	2	5
2015-07-10	52	403	2	35	142	0	2	5	1	0	0	1	0	0	0	2	5
2015-07-11	54	403	2	35	144	0	2	5	1	0	0	1	0	0	0	2	5
2015-07-12	54	403	2	35	144	0	2	5	1	0	0	1	0	0	0	2	5
2015-07-13	54	403	2	35	144	0	2	5	1	0	0	1	0	0	0	2	5
2015-07-14	55	403	2	35	145	0	2	5	1	0	0	1	0	0	0	2	5
2015-07-15	55	403	2	35	145	0	2	5	1	0	0	1	0	0	0	2	5
2015-07-16	58	403	2	35	148	0	2	5	1	0	0	1	0	1	0	2	5
2015-07-17	55	406	2	36	145	0	2	5	1	0	0	1	0	1	0	2	5
2015-07-18	56	406	2	36	146	0	2	5	1	0	0	1	0	1	0	2	5
2015-07-19	56	406	2	36	146	0	2	5	1	0	0	1	0	1	0	2	5
2015-07-20	56	406	2	36	146	0	2	5	1	0	0	1	0	1	0	2	5
2015-07-21	53	410	2	36	144	0	3	5	1	0	0	1	0	1	0	2	5
2015-07-22	57	410	1	37	147	0	3	5	1	0	0	1	0	1	0	3	5
2015-07-23	55	418	1	37	145	0	3	5	1	0	0	1	0	1	0	3	5
2015-07-24	59	420	1	37	248	0	3	105	1	0	0	1	0	1	0	4	5
2015-07-25	58	421	1	37	247	0	3	105	1	0	0	1	0	1	0	4	5
2015-07-26	58	421	1	37	247	0	3	105	1	0	0	1	0	1	0	4	5
2015-07-27	59	421	1	37	248	0	3	105	1	0	0	1	0	1	0	4	5
2015-07-28	57	426	1	37	246	0	3	105	1	0	0	1	0	1	0	5	5
2015-07-29	54	430	1	37	243	0	3	105	1	0	0	1	0	1	0	5	5
2015-07-30	55	430	2	37	245	0	3	105	1	0	0	1	0	1	0	5	5
2015-07-31	58	430	3	37	249	0	3	105	1	0	0	1	0	1	0	5	5
2015-08-01	57	432	3	37	248	0	3	105	1	0	0	1	0	1	0	5	5
2015-08-02	57	432	3	37	248	0	3	105	1	0	0	1	0	1	0	5	5
2015-08-03	57	432	3	37	248	0	3	105	1	0	0	1	0	1	0	5	5
2015-08-04	57	433	3	38	247	0	3	105	1	0	0	1	0	1	0	5	5
2015-08-05	62	435	3	38	251	0	3	105	1	0	0	1	0	1	0	5	5
2015-08-06	56	443	3	38	245	0	3	105	1	0	0	1	0	1	0	5	5
2015-08-07	58	444	3	38	247	0	3	105	1	0	0	1	0	1	0	5	5
2015-08-08	58	446	3	38	247	0	4	105	1	0	0	1	0	1	0	6	5
2015-08-09	60	446	3	38	249	0	4	105	1	0	0	1	0	1	0	6	5
2015-08-10	61	446	3	38	250	0	4	105	1	0	0	1	0	1	0	6	5
2015-08-11	61	446	3	38	250	0	4	105	1	0	0	1	0	1	0	6	5
2015-08-12	61	446	3	38	250	0	4	105	1	0	0	1	0	1	0	6	5
2015-08-13	63	446	3	38	251	0	4	105	1	0	0	1	0	1	0	6	5
2015-08-14	63	450	3	38	251	0	4	105	1	0	0	1	0	1	0	6	5
2015-08-15	67	450	3	38	255	0	4	105	1	0	0	2	0	1	0	6	5
2015-08-16	67	450	3	38	255	0	4	105	1	0	0	2	0	1	0	6	5
2015-08-17	69	451	3	38	258	0	4	106	1	0	0	2	0	1	0	6	5
2015-08-18	74	452	3	38	262	1	4	107	1	0	0	2	0	1	0	6	5
2015-08-19	71	460	3	38	259	2	4	107	1	0	0	2	0	1	0	6	5
2015-08-20	76	461	2	39	263	2	4	110	1	0	0	2	0	1	0	6	5
2015-08-21	74	467	3	39	261	2	4	110	1	0	0	2	0	1	0	6	5
2015-08-22	69	473	3	39	256	2	4	110	1	0	0	2	0	1	0	6	5
2015-08-23	69	473	3	39	256	2	4	110	1	0	0	2	0	1	0	6	5
2015-08-24	69	473	3	39	256	2	4	110	1	0	0	2	0	1	0	6	5
2015-08-25	70	473	3	39	257	2	4	110	1	0	0	2	0	1	0	6	5
2015-08-26	72	473	3	39	258	2	4	110	1	0	0	2	0	1	0	6	5
2015-08-27	71	475	3	39	256	2	4	110	1	0	0	2	0	1	0	6	5
2015-08-28	73	475	3	39	258	2	4	110	1	0	0	2	0	1	0	6	6
2015-08-29	74	475	3	39	259	2	4	110	1	0	0	2	0	1	0	6	6
2015-08-30	74	475	3	39	259	2	4	110	1	0	0	2	0	1	0	6	6
2015-08-31	74	475	3	39	259	2	4	110	1	0	0	2	0	1	0	6	6
2015-09-01	74	475	3	39	259	2	4	110	1	0	0	2	0	1	0	6	6
2015-09-02	76	476	3	39	261	3	4	110	1	0	0	2	0	1	0	6	6
2015-09-03	71	483	4	39	257	3	4	110	1	0	0	2	0	1	0	6	6
2015-09-04	71	484	3	40	256	3	4	110	1	0	0	2	0	1	0	6	6
2015-09-05	74	484	3	40	259	3	4	110	1	0	2	2	0	1	0	6	6
2015-09-06	74	484	3	40	259	3	4	110	1	0	2	2	0	1	0	6	6
2015-09-07	74	484	3	40	259	3	4	110	1	0	2	2	0	1	0	6	6
2015-09-08	77	484	3	40	261	4	4	110	1	0	2	2	0	1	0	6	6
2015-09-09	81	484	3	40	264	4	4	110	1	0	2	2	0	1	0	6	6
2015-09-10	87	485	3	40	268	4	4	110	1	0	2	2	0	1	0	6	7
2015-09-11	89	485	3	40	269	4	4	110	1	0	2	2	0	1	0	6	7
2015-09-12	88	486	3	40	268	4	4	110	1	0	2	2	0	1	0	6	7
2015-09-13	88	486	3	40	268	4	4	110	1	0	2	2	0	1	0	6	7
2015-09-14	88	486	3	40	268	4	4	110	1	0	2	2	0	1	0	6	7
2015-09-15	86	488	3	40	266	4	4	110	1	0	2	2	0	1	0	6	7
2015-09-16	87	490	3	40	267	4	4	110	1	0	2	2	0	1	0	6	7
2015-09-17	87	490	3	40	267	4	4	110	1	0	2	2	0	1	0	6	7
2015-09-18	85	492	3	40	265	4	4	110	1	0	2	2	0	1	0	6	7
2015-09-19	87	492	3	40	267	4	4	110	1	0	2	2	0	1	0	6	7
2015-09-20	87	492	3	40	267	4	4	110	1	0	2	2	0	1	0	6	7
2015-09-21	87	492	3	40	267	4	4	110	1	0	2	2	0	1	0	6	7
2015-09-22	87	492	3	40	267	4	4	110	1	0	2	2	0	1	0	6	7
2015-09-23	82	500	3	40	264	4	4	110	1	0	2	2	0	1	0	6	7
2015-09-24	82	500	3	40	264	4	4	110	1	0	2	2	0	1	0	6	7
2015-09-25	82	500	3	40	264	4	4	110	1	0	2	2	0	1	0	6	7
2015-09-26	82	500	3	40	264	4	4	110	1	0	2	2	0	1	0	6	7
2015-09-27	82	500	3	40	264	4	4	110	1	0	2	2	0	1	0	6	7
2015-09-28	82	500	3	40	264	4	4	110	1	0	2	2	0	1	0	6	7
2015-09-29	85	500	3	40	267	4	4	110	2	0	2	2	0	1	0	6	7
2015-09-30	85	501	3	40	267	4	4	110	2	0	2	2	0	1	0	6	7
2015-10-01	85	501	3	40	267	4	4	110	2	0	2	2	0	1	0	6	7
2015-10-02	85	501	3	40	267	4	4	110	2	0	2	2	0	1	0	6	7
2015-10-03	85	501	3	40	267	4	4	110	2	0	2	2	0	1	0	6	7
2015-10-04	85	501	3	40	267	4	4	110	2	0	2	2	0	1	0	6	7
2015-10-05	85	501	3	40	267	4	4	110	2	0	2	2	0	1	0	6	7
2015-10-06	86	501	3	40	268	4	4	110	2	0	2	2	0	1	0	6	7
2015-10-07	86	501	3	40	268	4	4	110	2	0	2	2	0	1	0	6	7
2015-10-08	84	503	3	40	266	4	4	110	2	0	2	2	0	1	0	6	7
2015-10-09	84	505	3	40	266	4	4	110	2	0	2	2	0	1	0	6	7
2015-10-10	87	506	3	40	268	4	4	110	2	0	2	2	0	1	0	7	7
2015-10-11	87	506	3	40	268	4	4	110	2	0	2	2	0	1	0	7	7
2015-10-12	87	506	3	40	268	4	4	110	2	0	2	2	0	1	0	7	7
2015-10-13	88	506	3	40	268	4	4	110	2	0	2	2	0	1	0	7	7
2015-10-14	88	506	3	40	268	4	4	110	2	0	2	2	0	1	0	7	7
2015-10-15	89	506	3	40	269	4	4	110	2	0	2	2	0	1	0	7	8
2015-10-16	89	506	3	40	269	4	4	110	2	0	2	2	0	1	0	7	8
2015-10-17	90	506	3	40	270	4	4	110	2	0	2	2	0	1	0	7	8
2015-10-18	90	506	3	40	270	4	4	110	2	0	2	2	0	1	0	7	8
2015-10-19	90	507	3	40	270	4	4	110	2	0	2	2	0	1	0	7	8
2015-10-20	92	507	3	40	272	4	4	110	2	0	2	2	0	1	0	7	8
2015-10-21	91	508	3	40	271	4	4	110	2	0	2	2	0	1	0	7	8
2015-10-22	90	509	3	40	270	4	4	110	2	0	2	2	0	1	0	7	8
2015-10-23	100	512	3	40	280	4	4	115	3	0	2	2	0	2	0	7	8
2015-10-24	101	513	3	40	290	4	4	125	3	0	2	2	0	2	0	7	8
2015-10-25	101	513	3	40	290	4	4	125	3	0	2	2	0	2	0	7	8
2015-10-26	101	514	3	40	290	4	4	125	3	0	2	2	0	2	0	7	8
2015-10-27	99	516	3	40	288	4	4	125	3	0	2	2	0	2	0	7	8
2015-10-28	95	520	3	40	284	4	4	125	3	0	2	2	0	2	0	7	8
2015-10-29	95	520	3	40	284	4	4	125	3	0	2	2	0	2	0	7	8
2015-10-30	94	521	3	40	283	4	4	125	3	0	2	2	0	2	0	7	8
2015-10-31	98	523	3	40	287	5	4	125	3	0	2	2	0	2	0	7	9
2015-11-01	99	523	3	40	288	5	4	125	3	0	2	2	0	2	0	7	9
2015-11-02	96	526	3	40	287	5	4	125	3	0	2	2	0	2	0	7	9
2015-11-03	97	526	3	40	288	5	4	125	3	0	2	2	0	2	0	7	9
2015-11-04	97	526	3	40	288	5	4	125	3	0	2	2	0	2	0	7	9
2015-11-05	97	526	3	40	288	5	4	125	3	0	2	2	0	2	0	7	9
2015-11-06	97	529	3	40	289	5	4	125	3	0	2	2	0	2	0	7	10
2015-11-07	100	529	3	40	292	5	4	126	3	0	2	2	0	2	0	7	10
2015-11-08	100	529	3	40	292	5	4	126	3	0	2	2	0	2	0	7	10
2015-11-09	100	529	3	40	292	5	4	126	3	0	2	2	0	2	0	7	10
2015-11-10	99	530	3	40	291	5	4	126	3	0	2	2	0	2	0	7	10
2015-11-11	99	531	3	40	291	5	4	126	3	0	2	2	0	2	0	7	10
2015-11-12	99	531	3	40	291	5	4	126	3	0	2	2	0	2	0	7	10
2015-11-13	98	533	4	40	291	5	4	126	3	0	2	2	0	2	0	7	10
2015-11-14	99	533	4	40	292	5	4	126	3	0	2	2	0	3	0	7	10
2015-11-15	99	533	4	40	292	5	4	126	3	0	2	2	0	3	0	7	10
2015-11-16	100	533	4	40	293	5	4	126	3	0	2	2	0	3	0	7	10
2015-11-17	101	534	4	40	294	5	4	126	4	0	2	2	0	3	0	7	10
2015-11-18	103	534	4	40	296	5	4	126	4	0	2	2	0	3	0	7	10
2015-11-19	103	535	4	40	296	5	4	126	4	0	2	2	0	3	0	7	10
2015-11-20	102	537	4	40	295	5	4	126	4	0	2	2	0	3	0	7	11
2015-11-21	102	537	5	40	296	5	4	126	4	0	2	2	0	3	0	7	11
2015-11-22	102	537	5	40	296	5	4	126	4	0	2	2	0	3	0	7	11
2015-11-23	104	537	5	40	298	5	4	126	4	0	2	2	0	3	0	7	11
2015-11-24	104	537	4	41	297	5	4	126	4	0	2	2	0	3	0	7	11
2015-11-25	105	537	4	41	298	5	4	126	4	0	2	2	0	3	0	8	11
2015-11-26	107	537	4	41	300	5	4	126	4	0	2	2	0	3	0	8	11
2015-11-27	105	541	3	42	297	5	4	126	4	0	2	2	0	3	0	8	11
2015-11-28	98	549	3	42	290	5	4	126	4	0	2	2	0	3	0	8	11
2015-11-29	98	549	3	42	290	5	4	126	4	0	2	2	0	3	0	8	11
2015-11-30	98	549	3	42	290	5	4	126	4	0	2	2	0	3	0	8	11
2015-12-01	97	550	3	42	289	5	4	126	4	0	2	2	0	3	0	8	11
2015-12-02	98	550	3	42	290	5	4	126	4	0	2	2	0	3	0	8	11
2015-12-03	97	551	3	42	289	5	4	126	4	0	2	2	0	3	0	8	11
2015-12-04	97	551	3	42	289	5	4	126	4	0	2	2	0	3	0	8	11
2015-12-05	97	552	3	42	289	5	4	126	4	0	2	2	0	3	0	8	11
2015-12-06	97	552	3	42	289	5	4	126	4	0	2	2	0	3	0	8	11
2015-12-07	95	554	3	42	287	5	4	126	4	0	2	2	0	3	0	8	11
2015-12-08	98	555	3	42	290	5	4	126	5	0	2	2	0	3	0	9	11
2015-12-09	100	555	3	42	391	5	4	226	6	0	2	2	0	3	0	9	11
2015-12-10	100	555	3	42	391	5	4	226	6	0	2	2	0	3	0	9	11
2015-12-11	101	556	3	42	392	5	4	226	7	0	2	2	0	3	0	9	11
2015-12-12	93	567	3	42	384	5	4	227	7	1	2	2	0	3	0	9	11
2015-12-13	93	567	3	42	384	5	4	227	7	1	2	2	0	3	0	9	11
2015-12-14	93	567	3	42	384	5	4	227	7	1	2	2	0	3	0	9	11
2015-12-15	94	567	3	42	385	5	4	227	7	1	2	2	0	3	0	9	12
2015-12-16	94	567	3	42	385	5	4	227	7	1	2	2	0	3	0	9	12
2015-12-17	95	567	3	42	386	5	4	227	7	1	3	2	0	3	0	9	12
2015-12-18	95	567	3	42	386	5	4	227	7	1	3	2	0	3	0	9	12
2015-12-19	95	567	3	42	386	5	4	227	7	1	3	2	0	3	0	9	12
